FIPS,NameState,FIPS_County,Name_County,Year_ID,ID_Tumor,Type_Tumor,Sex_ID,Sex_name,Mortality,Population
15,Hawaii,15007,Kauai County,2005,444,Lip and oral cavity cancer,1,Male,3.5078120036273,31431
15,Hawaii,15007,Kauai County,2006,444,Lip and oral cavity cancer,1,Male,3.61147015548495,31745
15,Hawaii,15007,Kauai County,2007,444,Lip and oral cavity cancer,1,Male,3.59267440427135,32312
15,Hawaii,15007,Kauai County,2008,444,Lip and oral cavity cancer,1,Male,3.53690311319271,32809
15,Hawaii,15007,Kauai County,2009,444,Lip and oral cavity cancer,1,Male,3.6730265523625,33332
15,Hawaii,15007,Kauai County,2010,444,Lip and oral cavity cancer,1,Male,3.677873884137,33763
15,Hawaii,15007,Kauai County,2000,444,Lip and oral cavity cancer,2,Female,1.39571606048445,29227
15,Hawaii,15007,Kauai County,2001,444,Lip and oral cavity cancer,2,Female,1.38684681826292,29461
15,Hawaii,15007,Kauai County,2002,444,Lip and oral cavity cancer,2,Female,1.38017341810524,29936
15,Hawaii,15007,Kauai County,2003,444,Lip and oral cavity cancer,2,Female,1.3690684017157,30340
15,Hawaii,15007,Kauai County,2004,444,Lip and oral cavity cancer,2,Female,1.31970170599306,31103
15,Hawaii,15007,Kauai County,2005,444,Lip and oral cavity cancer,2,Female,1.33256517033131,31432
15,Hawaii,15007,Kauai County,2006,444,Lip and oral cavity cancer,2,Female,1.33301579387046,31720
15,Hawaii,15007,Kauai County,2007,444,Lip and oral cavity cancer,2,Female,1.3100948002414,32178
15,Hawaii,15007,Kauai County,2008,444,Lip and oral cavity cancer,2,Female,1.2889010485023,32794
15,Hawaii,15007,Kauai County,2009,444,Lip and oral cavity cancer,2,Female,1.30276562465592,33186
15,Hawaii,15007,Kauai County,2010,444,Lip and oral cavity cancer,2,Female,1.3063741666482,33463
15,Hawaii,15009,Maui County,2000,444,Lip and oral cavity cancer,1,Male,2.63921066445434,64801
15,Hawaii,15009,Maui County,2001,444,Lip and oral cavity cancer,1,Male,2.63936768941313,66552
15,Hawaii,15009,Maui County,2002,444,Lip and oral cavity cancer,1,Male,2.64336608569114,67694
15,Hawaii,15009,Maui County,2003,444,Lip and oral cavity cancer,1,Male,2.64224756073922,69269
15,Hawaii,15009,Maui County,2004,444,Lip and oral cavity cancer,1,Male,2.55616540618758,70389
15,Hawaii,15009,Maui County,2005,444,Lip and oral cavity cancer,1,Male,2.55615272055356,71954
15,Hawaii,15009,Maui County,2006,444,Lip and oral cavity cancer,1,Male,2.56586159736002,73172
15,Hawaii,15009,Maui County,2007,444,Lip and oral cavity cancer,1,Male,2.57324796286052,74319
15,Hawaii,15009,Maui County,2008,444,Lip and oral cavity cancer,1,Male,2.49542329882435,75935
15,Hawaii,15009,Maui County,2009,444,Lip and oral cavity cancer,1,Male,2.53460660786511,76877
15,Hawaii,15009,Maui County,2010,444,Lip and oral cavity cancer,1,Male,2.48898381644583,77761
15,Hawaii,15009,Maui County,2000,444,Lip and oral cavity cancer,2,Female,1.4607315723694,64132
15,Hawaii,15009,Maui County,2001,444,Lip and oral cavity cancer,2,Female,1.47893526249453,65738
15,Hawaii,15009,Maui County,2002,444,Lip and oral cavity cancer,2,Female,1.43933904636424,66756
15,Hawaii,15009,Maui County,2003,444,Lip and oral cavity cancer,2,Female,1.42112535957025,68200
